text_x,rating_numerator,rating_denominator,name,year,month,day,stage,jpg_url,dog_type,confidence_list,favorite_count,retweet_count,text_y,rating
"Meet Wilson. He got caught humping the futon. He's like ""dude, help me out here"" 10/10 I'd help Wilson out https://t.co/m6XoclB0qv",10.0,10.0,Wilson,2015,12,21,,https://pbs.twimg.com/media/CWt0ubZWcAAkFER.jpg,irish terrier,0.696646,1714,509,"Meet Wilson. He got caught humping the futon. He's like ""dude, help me out here"" 10/10 I'd help Wilson out https://t.co/m6XoclB0qv",1.0
This is Linda. She fucking hates trees. 7/10 https://t.co/blaY85FIxR,7.0,10.0,Linda,2015,12,21,,https://pbs.twimg.com/media/CWuTbAKUsAAvZHh.jpg,airedale,0.583122,3653,1272,This is Linda. She fucking hates trees. 7/10 https://t.co/blaY85FIxR,0.7
Here's a pupper with some mean tan lines. Snazzy sweater though 12/10 https://t.co/DpCSVsl6vu,12.0,10.0,,2015,12,21,pupper,https://pbs.twimg.com/media/CWuVQSLW4AAI3w9.jpg,labrador retriever,0.213673,2697,963,Here's a pupper with some mean tan lines. Snazzy sweater though 12/10 https://t.co/DpCSVsl6vu,1.2
Meet Lola. She's a Metamorphic Chartreuse. Plays with her food. Insubordinate and churlish. Exquisite hardwood 11/10 https://t.co/etpBNXwN7f,11.0,10.0,Lola,2015,12,21,,https://pbs.twimg.com/media/CWwu6OLUkAEo3gq.jpg,labrador retriever,0.680251,1722,496,Meet Lola. She's a Metamorphic Chartreuse. Plays with her food. Insubordinate and churlish. Exquisite hardwood 11/10 https://t.co/etpBNXwN7f,1.1
This dog doesn't know how to stairs. Quite tragic really. 9/10 get it together pup https://t.co/kTpr9PTMg1,9.0,10.0,,2015,12,21,,https://pbs.twimg.com/media/CWx2FaLWcAEQ3vh.jpg,golden retriever,0.00293035,2359,730,This dog doesn't know how to stairs. Quite tragic really. 9/10 get it together pup https://t.co/kTpr9PTMg1,0.9
This is officially the greatest yawn of all time. 12/10 https://t.co/4R0Cc0sLVE,12.0,10.0,,2015,12,22,,https://pbs.twimg.com/ext_tw_video_thumb/679111114081370114/pu/img/hFca8BHjRopgD0cM.jpg,kelpie,0.189423,6245,2737,This is officially the greatest yawn of all time. 12/10 https://t.co/4R0Cc0sLVE,1.2
Meet Hurley. He's the curly one. He hugs every other dog he sees during his walk. 11/10 for spreading the love https://t.co/M6vqkt2GKV,11.0,10.0,Hurley,2015,12,23,,https://pbs.twimg.com/media/CW3v1KxW8AAIOuy.jpg,toy poodle,0.62178,33340,20220,Meet Hurley. He's the curly one. He hugs every other dog he sees during his walk. 11/10 for spreading the love https://t.co/M6vqkt2GKV,1.1
This is Evy. She doesn't want to be a Koala. 9/10 https://t.co/VITeF0Kl9L,9.0,10.0,Evy,2015,12,23,,https://pbs.twimg.com/media/CW37xZbUoAAUXe5.jpg,maltese dog,0.145742,2203,686,This is Evy. She doesn't want to be a Koala. 9/10 https://t.co/VITeF0Kl9L,0.9
Say hello to William. He makes fun of others because he's terrified of his own deep-seated insecurities. 7/10 https://t.co/bwuV6FlRxr,7.0,10.0,William,2015,12,23,,https://pbs.twimg.com/media/CW4b-GUWYAAa8QO.jpg,chihuahua,0.761972,3545,1368,Say hello to William. He makes fun of others because he's terrified of his own deep-seated insecurities. 7/10 https://t.co/bwuV6FlRxr,0.7
This is Mike. He is a Jordanian Frito Pilates. Frowning because he can't see directly in front of him. 8/10 https://t.co/NL5QJwdEpF,8.0,10.0,Mike,2015,12,23,,https://pbs.twimg.com/media/CW7bkW6WQAAksgB.jpg,boxer,0.459604,1743,502,This is Mike. He is a Jordanian Frito Pilates. Frowning because he can't see directly in front of him. 8/10 https://t.co/NL5QJwdEpF,0.8
This is Hunter. He was playing with his ball minding his own business. Has no idea what happened to the carpet. 8/10 https://t.co/DbUTDI3u1R,8.0,10.0,Hunter,2015,12,23,,https://pbs.twimg.com/media/CW7iddWUsAElUC0.jpg,west highland white terrier,0.0935148,2275,881,This is Hunter. He was playing with his ball minding his own business. Has no idea what happened to the carpet. 8/10 https://t.co/DbUTDI3u1R,0.8
This pup's name is Sabertooth (parents must be cool). Ears for days. Jumps unannounced. 9/10 would pet diligently https://t.co/iazoiNUviP,9.0,10.0,,2015,12,23,,https://pbs.twimg.com/media/CW7oelWWcAAhyzz.jpg,french bulldog,0.319139,2197,853,This pup's name is Sabertooth (parents must be cool). Ears for days. Jumps unannounced. 9/10 would pet diligently https://t.co/iazoiNUviP,0.9
This is Rinna. She's melting. 10/10 get inside pupper https://t.co/PA0czwucsb,10.0,10.0,Rinna,2015,12,23,pupper,https://pbs.twimg.com/media/CW8OYajUMAAPRoF.jpg,bloodhound,0.5288189999999999,3241,1198,This is Rinna. She's melting. 10/10 get inside pupper https://t.co/PA0czwucsb,1.0
This is Bruce. He's a rare pup. Covered in Frosted Flakes. Nifty gold teeth. Overall good dog. 7/10 would pet firmly https://t.co/RtxxACzZ8A,7.0,10.0,Bruce,2015,12,24,,https://pbs.twimg.com/media/CW9UQ7oWkAAErmU.jpg,chow,0.00230739,3015,1323,This is Bruce. He's a rare pup. Covered in Frosted Flakes. Nifty gold teeth. Overall good dog. 7/10 would pet firmly https://t.co/RtxxACzZ8A,0.7
"Meet Sammy. At first I was like ""that's a snowflake. we only rate dogs,"" but he would've melted by now, so 10/10 https://t.co/MQfPK4zwuh",10.0,10.0,Sammy,2015,12,24,,https://pbs.twimg.com/media/CW-ZRC_WQAAyFrL.jpg,samoyed,0.995466,17569,7631,"Meet Sammy. At first I was like ""that's a snowflake. we only rate dogs,"" but he would've melted by now, so 10/10 https://t.co/MQfPK4zwuh",1.0
Say hello to Emmie. She's trapped in an ornament. Tragic af. Looks pretty content tho. Maybe it's meant to be. 9/10 https://t.co/Fh7geodBCU,9.0,10.0,Emmie,2015,12,24,,https://pbs.twimg.com/media/CW-dU34WQAANBGy.jpg,shih-tzu,0.121811,2708,940,Say hello to Emmie. She's trapped in an ornament. Tragic af. Looks pretty content tho. Maybe it's meant to be. 9/10 https://t.co/Fh7geodBCU,0.9
This pupper is not coming inside until she catches a snowflake on her tongue. 11/10 the determination is palpable https://t.co/lvMYbmKq8H,11.0,10.0,,2015,12,24,pupper,https://pbs.twimg.com/media/CW-loUBWYAAn2Cb.jpg,golden retriever,0.6989609999999999,3757,1468,This pupper is not coming inside until she catches a snowflake on her tongue. 11/10 the determination is palpable https://t.co/lvMYbmKq8H,1.1
Say hello to Kawhi. He was doing fine until his hat fell off. He got it back though. 10/10 deep breaths pupper https://t.co/N5pM6WBx7e,10.0,10.0,Kawhi,2015,12,24,pupper,https://pbs.twimg.com/media/CXBdJxLUsAAWql2.jpg,miniature poodle,0.457117,3806,1871,Say hello to Kawhi. He was doing fine until his hat fell off. He got it back though. 10/10 deep breaths pupper https://t.co/N5pM6WBx7e,1.0
Meet Percy. He's a Latvian Yuletide Heineken. Refuses to take off sweater. Kinda feisty. 12/10 would keep in pocket https://t.co/QGM5Fcuv7s,12.0,10.0,Percy,2015,12,25,,https://pbs.twimg.com/media/CXGdG0aWcAEbOO1.jpg,chihuahua,0.538354,4459,2055,Meet Percy. He's a Latvian Yuletide Heineken. Refuses to take off sweater. Kinda feisty. 12/10 would keep in pocket https://t.co/QGM5Fcuv7s,1.2
Great picture here. Dog on the right panicked &amp; forgot about his tongue. Middle green dog must've fainted. All 10/10 https://t.co/31npKUAox0,10.0,10.0,,2015,12,26,,https://pbs.twimg.com/media/CXKxkseW8AAjAMY.jpg,pug,0.99672,2493,891,Great picture here. Dog on the right panicked &amp; forgot about his tongue. Middle green dog must've fainted. All 10/10 https://t.co/31npKUAox0,1.0
This is Ellie. She's secretly ferocious. 12/10 very deadly pupper https://t.co/BF4BW8LUgb,12.0,10.0,Ellie,2015,12,26,pupper,https://pbs.twimg.com/media/CXLREjOW8AElfk6.jpg,pembroke,0.427781,3640,1429,This is Ellie. She's secretly ferocious. 12/10 very deadly pupper https://t.co/BF4BW8LUgb,1.2
This is Cheesy. It's her birthday. She's patiently waiting to eat her party muffin. 9/10 happy birthday pup https://t.co/cH2H7mch2H,9.0,10.0,Cheesy,2015,12,26,,https://pbs.twimg.com/media/CXMBhXfWEAA4mMI.jpg,shetland sheepdog,0.876337,1859,394,This is Cheesy. It's her birthday. She's patiently waiting to eat her party muffin. 9/10 happy birthday pup https://t.co/cH2H7mch2H,0.9
Meet Griswold. He's dapper as hell. Already pumped for next Christmas. 11/10 https://t.co/5NrpNDyFzN,11.0,10.0,Griswold,2015,12,27,,https://pbs.twimg.com/media/CXMXKKHUMAA1QN3.jpg,pomeranian,0.615678,2520,665,Meet Griswold. He's dapper as hell. Already pumped for next Christmas. 11/10 https://t.co/5NrpNDyFzN,1.1
Say hello to Sadie. She's a Tortellini Sidewinder. Very jubilant pup. Seems loyal. Leaves on point. 10/10 petable af https://t.co/g2bTu4ayPl,10.0,10.0,Sadie,2015,12,27,,https://pbs.twimg.com/media/CXMqwIQWcAA2iE0.jpg,labrador retriever,0.7843979999999999,2186,472,Say hello to Sadie. She's a Tortellini Sidewinder. Very jubilant pup. Seems loyal. Leaves on point. 10/10 petable af https://t.co/g2bTu4ayPl,1.0
I thought I made this very clear. We only rate dogs. Stop sending other things like this shark. Thank you... 9/10 https://t.co/CXSJZ4Stk3,9.0,10.0,,2015,12,27,,https://pbs.twimg.com/media/CXNLU6wWkAE0OkJ.jpg,pug,0.713102,2560,715,I thought I made this very clear. We only rate dogs. Stop sending other things like this shark. Thank you... 9/10 https://t.co/CXSJZ4Stk3,0.9
I just love this pic. 11/10 this pupper is going places https://t.co/P16uhh1PbI,11.0,10.0,,2015,12,27,pupper,https://pbs.twimg.com/media/CXQ4EwQWwAEVaUf.jpg,irish setter,0.406047,2521,519,I just love this pic. 11/10 this pupper is going places https://t.co/P16uhh1PbI,1.1
Meet Sarge. His parents signed him up for dancing lessons but his true passion is roller coasters 11/10 very petable https://t.co/KvVoBIgkje,11.0,10.0,Sarge,2015,12,28,,https://pbs.twimg.com/media/CXRmDfWWMAADCdc.jpg,saint bernard,0.99883,3390,1183,Meet Sarge. His parents signed him up for dancing lessons but his true passion is roller coasters 11/10 very petable https://t.co/KvVoBIgkje,1.1
"This is actually a lion. We only rate dogs. For the last time please only send dogs. Thank u.
12/10 would still pet https://t.co/Pp26dMQxap",12.0,10.0,,2015,12,28,,https://pbs.twimg.com/media/CXR0WJ_W8AMd_O8.jpg,lhasa,0.482401,3364,1028,"This is actually a lion. We only rate dogs. For the last time please only send dogs. Thank u.
12/10 would still pet https://t.co/Pp26dMQxap",1.2
This is Asher. He's not wearing a seatbelt or keeping both paws on the wheel. Absolute menace on the roadways. 9/10 https://t.co/V3SWuHACkh,9.0,10.0,Asher,2015,12,28,,https://pbs.twimg.com/media/CXSanNkWkAAqR9M.jpg,labrador retriever,0.0946149,9780,4364,This is Asher. He's not wearing a seatbelt or keeping both paws on the wheel. Absolute menace on the roadways. 9/10 https://t.co/V3SWuHACkh,0.9
This is Carly. She's actually 2 dogs fused together. Very innovative. Probably has superpowers. 12/10 for double dog https://t.co/GQn2IopLud,12.0,10.0,Carly,2015,12,28,,https://pbs.twimg.com/media/CXVBtX_WwAEuqbP.jpg,norfolk terrier,0.205067,15083,6254,This is Carly. She's actually 2 dogs fused together. Very innovative. Probably has superpowers. 12/10 for double dog https://t.co/GQn2IopLud,1.2
This is Apollo. He thought you weren't coming back so he had a mental breakdown. 8/10 we've all been there https://t.co/ojUBrDCHLT,8.0,10.0,Apollo,2015,12,28,,https://pbs.twimg.com/media/CXV1Ot_W8AEpkQO.jpg,rottweiler,0.760671,3731,1402,This is Apollo. He thought you weren't coming back so he had a mental breakdown. 8/10 we've all been there https://t.co/ojUBrDCHLT,0.8
*collapses* 12/10 https://t.co/C7M8mnzHIK,12.0,10.0,,2015,12,28,,https://pbs.twimg.com/media/CXWRZBgWkAEHMea.jpg,toy poodle,0.8217040000000001,2012,509,*collapses* 12/10 https://t.co/C7M8mnzHIK,1.2
This is Toffee. He's a happy pupper. Appears dangerously fluffy. Extraordinarily spherical. 12/10 would pet firmly https://t.co/oEXEKt3MHu,12.0,10.0,Toffee,2015,12,29,pupper,https://pbs.twimg.com/media/CXW4wGHWsAE_eBD.jpg,pomeranian,0.800538,2788,997,This is Toffee. He's a happy pupper. Appears dangerously fluffy. Extraordinarily spherical. 12/10 would pet firmly https://t.co/oEXEKt3MHu,1.2
This is Jimothy. He's a Trinidad Poliwhirl. Father was a velociraptor. Exceptionally unamused. 12/10 would adopt https://t.co/VwdIk0OwVx,12.0,10.0,Jimothy,2015,12,29,,https://pbs.twimg.com/media/CXbiQHmWcAAt6Lm.jpg,labrador retriever,0.4525770000000001,2931,1107,This is Jimothy. He's a Trinidad Poliwhirl. Father was a velociraptor. Exceptionally unamused. 12/10 would adopt https://t.co/VwdIk0OwVx,1.2
This is Ulysses. He likes holding hands and his eyes are magic. 11/10 https://t.co/gPmJHmtgak,11.0,10.0,Ulysses,2015,12,30,,https://pbs.twimg.com/media/CXcQfUNUQAEwFoQ.jpg,schipperke,0.997953,6946,2159,This is Ulysses. He likes holding hands and his eyes are magic. 11/10 https://t.co/gPmJHmtgak,1.1
"I know we joke around on here, but this is getting really frustrating. We rate dogs. Not T-Rex. Thank you... 8/10 https://t.co/5aFw7SWyxU",8.0,10.0,,2015,12,31,,https://pbs.twimg.com/media/CXh5_dDWQAIbU-J.jpg,whippet,0.594701,3622,1250,"I know we joke around on here, but this is getting really frustrating. We rate dogs. Not T-Rex. Thank you... 8/10 https://t.co/5aFw7SWyxU",0.8
This is Lulu. She's contemplating all her unreached 2015 goals and daydreaming of a more efficient tomorrow. 10/10 https://t.co/h3ScYuz77J,10.0,10.0,Lulu,2016,1,1,,https://pbs.twimg.com/media/CXqcOHCUQAAugTB.jpg,boxer,0.722218,2272,787,This is Lulu. She's contemplating all her unreached 2015 goals and daydreaming of a more efficient tomorrow. 10/10 https://t.co/h3ScYuz77J,1.0
Here we see a nifty leaping pupper. Feet look deadly. Sad that the holidays are over. 9/10 undeniably huggable https://t.co/ny8mnXhGOW,9.0,10.0,,2016,1,2,pupper,https://pbs.twimg.com/media/CXrIntsUsAEkv0d.jpg,eskimo dog,0.0940442,2089,603,Here we see a nifty leaping pupper. Feet look deadly. Sad that the holidays are over. 9/10 undeniably huggable https://t.co/ny8mnXhGOW,0.9
This is Larry. He thought the New Year's parties were tonight. 10/10 poor pupper. Maybe next year https://t.co/h3X0jK8MVM,10.0,10.0,Larry,2016,1,2,pupper,https://pbs.twimg.com/media/CXrmMSpUwAAdeRj.jpg,cocker spaniel,0.901392,3585,982,This is Larry. He thought the New Year's parties were tonight. 10/10 poor pupper. Maybe next year https://t.co/h3X0jK8MVM,1.0
Meet Brandy. She's a member of the Bloods. Menacing criminal pupper. Soft spot for flowers tho. 9/10 pet w caution https://t.co/hhIA3coiAJ,9.0,10.0,Brandy,2016,1,2,pupper,https://pbs.twimg.com/media/CXsChyjW8AQJ16C.jpg,leonberg,0.605851,3035,1115,Meet Brandy. She's a member of the Bloods. Menacing criminal pupper. Soft spot for flowers tho. 9/10 pet w caution https://t.co/hhIA3coiAJ,0.9
"""Have a seat, son. There are some things we need to discuss"" 10/10 https://t.co/g4G5tvfTVd",10.0,10.0,,2016,1,2,,https://pbs.twimg.com/media/CXvGbWeWMAcRbyJ.jpg,pembroke,0.406509,3092,1009,"""Have a seat, son. There are some things we need to discuss"" 10/10 https://t.co/g4G5tvfTVd",1.0
"""Hello forest pupper I am house pupper welcome to my abode"" (8/10 for both) https://t.co/qFD8217fUT",8.0,10.0,,2016,1,3,pupper,https://pbs.twimg.com/media/CXwlw9MWsAAc-JB.jpg,italian greyhound,0.39956,2567,720,"""Hello forest pupper I am house pupper welcome to my abode"" (8/10 for both) https://t.co/qFD8217fUT",0.8
Meet Banjo. He's a Peppercorn Shoop Da Whoop. Nails look lethal. Skeptical of luminescent orb 11/10 stay woke pupper https://t.co/H7NZFumpKq,11.0,10.0,Banjo,2016,1,3,pupper,https://pbs.twimg.com/media/CXw2jSpWMAAad6V.jpg,keeshond,0.508951,2777,1067,Meet Banjo. He's a Peppercorn Shoop Da Whoop. Nails look lethal. Skeptical of luminescent orb 11/10 stay woke pupper https://t.co/H7NZFumpKq,1.1
This is Jiminy. He's not the brightest dog. Needs to lay off the kibble. 5/10 still petable https://t.co/omln4LOy1x,5.0,10.0,Jiminy,2016,1,4,,https://pbs.twimg.com/media/CX2F4qNUQAAR6Cm.jpg,mexican hairless,0.164906,2766,1053,This is Jiminy. He's not the brightest dog. Needs to lay off the kibble. 5/10 still petable https://t.co/omln4LOy1x,0.5
"Say hello to Tiger. He's a penbroke (little dog pun for ya, no need to applaud I know it was good) 10/10 good dog https://t.co/Yei0HzS3JN",10.0,10.0,Tiger,2016,1,4,,https://pbs.twimg.com/media/CX2ISqSWYAAEtCF.jpg,toy poodle,0.5513520000000001,2029,378,"Say hello to Tiger. He's a penbroke (little dog pun for ya, no need to applaud I know it was good) 10/10 good dog https://t.co/Yei0HzS3JN",1.0
This is Kulet. She's very proud of the flower she picked. Loves it dearly. 10/10 now I want a flower https://t.co/myUUwqJIs7,10.0,10.0,Kulet,2016,1,5,,https://pbs.twimg.com/media/CX6v_JOWsAE0beZ.jpg,chow,0.334783,2128,725,This is Kulet. She's very proud of the flower she picked. Loves it dearly. 10/10 now I want a flower https://t.co/myUUwqJIs7,1.0
"""Yo Boomer I'm taking a selfie, grab your stick""
""Ok make sure to get this rad hole I just dug in there""

Both 10/10 https://t.co/e0gbl9VFpA",10.0,10.0,,2016,1,5,,https://pbs.twimg.com/media/CX66EiJWkAAVjA-.jpg,kelpie,0.537782,3671,1259,"""Yo Boomer I'm taking a selfie, grab your stick""
""Ok make sure to get this rad hole I just dug in there""

Both 10/10 https://t.co/e0gbl9VFpA",1.0
"Two sneaky puppers were not initially seen, moving the rating to 143/130. Please forgive us. Thank you https://t.co/kRK51Y5ac3",143.0,130.0,,2016,1,5,,https://pbs.twimg.com/media/CX7br3HWsAAQ9L1.jpg,golden retriever,0.203249,1307,229,"Two sneaky puppers were not initially seen, moving the rating to 143/130. Please forgive us. Thank you https://t.co/kRK51Y5ac3",1.1
This is Obi. He got camera shy. 12/10 https://t.co/feiPiq7z94,12.0,10.0,Obi,2016,1,5,,https://pbs.twimg.com/media/CX7qIcdWcAELJ7N.jpg,pembroke,0.508498,8599,3554,This is Obi. He got camera shy. 12/10 https://t.co/feiPiq7z94,1.2
This is Jeph. He's a Western Sagittarius Dookmarriot. Frightened by leaf. Caught him off guard. 10/10 calm down Jeph https://t.co/bicyOV6lju,10.0,10.0,Jeph,2016,1,5,,https://pbs.twimg.com/media/CX-wzZEUwAA4ISM.jpg,labrador retriever,0.673691,2086,596,This is Jeph. He's a Western Sagittarius Dookmarriot. Frightened by leaf. Caught him off guard. 10/10 calm down Jeph https://t.co/bicyOV6lju,1.0
Meet Pippa. She's an Elfin High Feta. Compact af. Easy to transport. Great for vacations. 10/10 would keep in pocket https://t.co/nBtDeZ4yAb,10.0,10.0,Pippa,2016,1,5,,https://pbs.twimg.com/media/CX_D6AJWwAAnBIw.jpg,chihuahua,0.93781,4078,1254,Meet Pippa. She's an Elfin High Feta. Compact af. Easy to transport. Great for vacations. 10/10 would keep in pocket https://t.co/nBtDeZ4yAb,1.0
"""FOR THE LAST TIME I DON'T WANNA PLAY TWISTER ALL THE SPOTS ARE GREY DAMN IT CINDY"" ...10/10 https://t.co/uhQNehTpIu",10.0,10.0,,2016,1,6,,https://pbs.twimg.com/media/CYAra7JWsAACPZH.jpg,weimaraner,0.948688,9425,3801,"""FOR THE LAST TIME I DON'T WANNA PLAY TWISTER ALL THE SPOTS ARE GREY DAMN IT CINDY"" ...10/10 https://t.co/uhQNehTpIu",1.0
Meet Theodore. He's dapper as hell. Probably owns horses. Uses 'summer' as a verb. Often quotes philosophers. 11/10 https://t.co/J3Ld4fRbSy,11.0,10.0,Theodore,2016,1,6,,https://pbs.twimg.com/media/CYDmK7ZVAAI_ylL.jpg,miniature schnauzer,0.294457,2859,1071,Meet Theodore. He's dapper as hell. Probably owns horses. Uses 'summer' as a verb. Often quotes philosophers. 11/10 https://t.co/J3Ld4fRbSy,1.1
This is Perry. He's an Augustus Gloopster. Very condescending. Makes up for it with the sneaky tongue slip. 11/10 https://t.co/JVvIrUmTkR,11.0,10.0,Perry,2016,1,7,,https://pbs.twimg.com/media/CYFC5lmWAAAEIho.jpg,pembroke,0.708034,1985,569,This is Perry. He's an Augustus Gloopster. Very condescending. Makes up for it with the sneaky tongue slip. 11/10 https://t.co/JVvIrUmTkR,1.1
"""Hello yes I'll just get one of each color thanks"" 12/10 for all https://t.co/AMDsllQs7a",12.0,10.0,,2016,1,7,,https://pbs.twimg.com/media/CYFOP6cWEAAWp-k.jpg,chow,0.261288,3696,1567,"""Hello yes I'll just get one of each color thanks"" 12/10 for all https://t.co/AMDsllQs7a",1.2
Meet Bruiser &amp; Charlie. They are the best of pals. Been through it all together. Both 11/10. 1 like=1 friendship https://t.co/PEXHuvSVD4,11.0,10.0,Bruiser,2016,1,7,,https://pbs.twimg.com/media/CYFZXdiU0AAc_kw.jpg,labrador retriever,0.769412,3691,503,Meet Bruiser &amp; Charlie. They are the best of pals. Been through it all together. Both 11/10. 1 like=1 friendship https://t.co/PEXHuvSVD4,1.1
This is Oreo. She's a photographer and a model. Living a double pupple life. 12/10 such talent much cute would pet https://t.co/zNeLxJeAoL,12.0,10.0,Oreo,2016,1,7,,https://pbs.twimg.com/media/CYFlVUFWwAAEsWX.jpg,border collie,0.665578,3392,1121,This is Oreo. She's a photographer and a model. Living a double pupple life. 12/10 such talent much cute would pet https://t.co/zNeLxJeAoL,1.2
Meet Gerbald. He just found out he's adopted. Poor pupper. Snazzy tongue tho. 11/10 would hold close in time of need https://t.co/UfGkB9Wrud,11.0,10.0,Gerbald,2016,1,7,pupper,https://pbs.twimg.com/media/CYI10WhWsAAjzii.jpg,bernese mountain dog,0.975096,4324,1529,Meet Gerbald. He just found out he's adopted. Poor pupper. Snazzy tongue tho. 11/10 would hold close in time of need https://t.co/UfGkB9Wrud,1.1
This is Alfie. That is his time machine. He's very proud of it. Without him life as we know it would not exist 11/10 https://t.co/530Yfbl5xo,11.0,10.0,Alfie,2016,1,7,,https://pbs.twimg.com/media/CYJQxvJW8AAkkws.jpg,old english sheepdog,0.00967138,2464,715,This is Alfie. That is his time machine. He's very proud of it. Without him life as we know it would not exist 11/10 https://t.co/530Yfbl5xo,1.1
This is Hubertson. He's a Carmel Haberdashery. Enjoys long summer days on his boat. Very peaceful pupper. 10/10 https://t.co/vzCl35fKlZ,10.0,10.0,Hubertson,2016,1,8,pupper,https://pbs.twimg.com/media/CYKQS0xUQAEOptC.jpg,pug,0.999044,3266,1298,This is Hubertson. He's a Carmel Haberdashery. Enjoys long summer days on his boat. Very peaceful pupper. 10/10 https://t.co/vzCl35fKlZ,1.0
Say hello to Petrick. He's an Altostratus Floofer. Just had a run in with a trash bag. Groovy checkered floor. 11/10 https://t.co/rwW7z1JAOF,11.0,10.0,Petrick,2016,1,8,floofer,https://pbs.twimg.com/media/CYKzfTTWMAEeTN7.jpg,pomeranian,0.963176,2178,474,Say hello to Petrick. He's an Altostratus Floofer. Just had a run in with a trash bag. Groovy checkered floor. 11/10 https://t.co/rwW7z1JAOF,1.1
This is Rocky. He sleeps like a psychopath. 10/10 quality tongue slip https://t.co/MbgG95mUdu,10.0,10.0,Rocky,2016,1,8,,https://pbs.twimg.com/media/CYLAWFMWMAEcRzb.jpg,boston bull,0.972483,2792,687,This is Rocky. He sleeps like a psychopath. 10/10 quality tongue slip https://t.co/MbgG95mUdu,1.0
"For the last time, WE. DO. NOT. RATE. BULBASAUR. We only rate dogs. Please only send dogs. Thank you ...9/10 https://t.co/GboDG8WhJG",9.0,10.0,,2016,1,8,,https://pbs.twimg.com/media/CYN_-6iW8AQhPu2.jpg,collie,0.0958052,3208,1236,"For the last time, WE. DO. NOT. RATE. BULBASAUR. We only rate dogs. Please only send dogs. Thank you ...9/10 https://t.co/GboDG8WhJG",0.9
This is Otis. He just passed a cop while going 61 in a 45. Very nervous pupper. 7/10 https://t.co/jJS8qQeuNO,7.0,10.0,Otis,2016,1,9,pupper,https://pbs.twimg.com/media/CYPjvFqW8AAgiP2.jpg,lakeland terrier,0.253839,3097,836,This is Otis. He just passed a cop while going 61 in a 45. Very nervous pupper. 7/10 https://t.co/jJS8qQeuNO,0.7
"Meet Brooks. He's confused by the almighty ball of tennis. 12/10 

(vid by @PDolan37) https://t.co/AcVWe39nmM",12.0,10.0,Brooks,2016,1,9,,https://pbs.twimg.com/ext_tw_video_thumb/685663358637486080/pu/img/3cXSHFZAgJQ_dDCf.jpg,chesapeake bay retriever,0.171174,3430,1572,"Meet Brooks. He's confused by the almighty ball of tennis. 12/10 

(vid by @PDolan37) https://t.co/AcVWe39nmM",1.2
This is the newly formed pupper a capella group. They're just starting out but I see tons of potential. 8/10 for all https://t.co/wbAcvFoNtn,8.0,10.0,,2016,1,9,pupper,https://pbs.twimg.com/ext_tw_video_thumb/685943751555051520/pu/img/rlBvQWaFPUMx1MTi.jpg,papillon,0.200812,1719,646,This is the newly formed pupper a capella group. They're just starting out but I see tons of potential. 8/10 for all https://t.co/wbAcvFoNtn,0.8
This is Lorelei. She's contemplating her existence and the eventual heat death of the universe. 11/10 very majestic https://t.co/xbUoULOIS8,11.0,10.0,Lorelei,2016,1,9,,https://pbs.twimg.com/media/CYURBGoWYAAKey3.jpg,siberian husky,0.450678,2225,564,This is Lorelei. She's contemplating her existence and the eventual heat death of the universe. 11/10 very majestic https://t.co/xbUoULOIS8,1.1
Your fav crew is back and this time they're embracing cannabis culture. 12/10 for all https://t.co/oSvRDuMm1D,12.0,10.0,,2016,1,10,,https://pbs.twimg.com/media/CYVIToGWQAAEZ_y.jpg,great dane,0.23692,3291,1252,Your fav crew is back and this time they're embracing cannabis culture. 12/10 for all https://t.co/oSvRDuMm1D,1.2
This is Flávio. He's a Macedonian Poppycock. 97% floof. Jubilant af. 11/10 personally I'd pet the hell out of https://t.co/BUyX7isHRg,11.0,10.0,Flávio,2016,1,10,,https://pbs.twimg.com/media/CYVXBb9WsAAwL3p.jpg,pomeranian,0.985789,2327,784,This is Flávio. He's a Macedonian Poppycock. 97% floof. Jubilant af. 11/10 personally I'd pet the hell out of https://t.co/BUyX7isHRg,1.1
Heartwarming scene here. Son reuniting w father after coming home from deployment. Very moving. 10/10 for both pups https://t.co/95JJevQOWW,10.0,10.0,,2016,1,11,,https://pbs.twimg.com/media/CYZvRttWYAE_RXc.jpg,pug,0.985237,2320,730,Heartwarming scene here. Son reuniting w father after coming home from deployment. Very moving. 10/10 for both pups https://t.co/95JJevQOWW,1.0
This is Olivia. She just saw an adult wearing crocs. 11/10 poor pupper. No one should witness such a thing https://t.co/yJVTi1DjJc,11.0,10.0,Olivia,2016,1,11,pupper,https://pbs.twimg.com/media/CYdbvwjWcAEtjYu.jpg,rottweiler,0.441331,3884,1458,This is Olivia. She just saw an adult wearing crocs. 11/10 poor pupper. No one should witness such a thing https://t.co/yJVTi1DjJc,1.1
This is Mona. She's a Yarborough Splishnsplash. Lost body during Nam. 11/10 revolutionary pupper https://t.co/pgD6h0yhgz,11.0,10.0,Mona,2016,1,11,pupper,https://pbs.twimg.com/media/CYeWlh0WAAADhsj.jpg,norwich terrier,0.100499,2963,861,This is Mona. She's a Yarborough Splishnsplash. Lost body during Nam. 11/10 revolutionary pupper https://t.co/pgD6h0yhgz,1.1
